               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  33,            0.048088,            0.016689,           0.0097976,             0.26399,             0.34262,             0.26253,            0.099054,            0.058502,            0.013217,            0.013159,            0.008944,            0.008944,            0.008944
                  34,            0.046285,            0.016827,           0.0087133,             0.35504,              0.3698,             0.26371,            0.099429,            0.056676,            0.015471,            0.015299,            0.008911,            0.008911,            0.008911
                  35,            0.044569,            0.016731,           0.0078353,             0.41968,             0.39667,             0.33837,              0.1334,            0.053997,            0.011757,             0.01432,            0.008878,            0.008878,            0.008878
                  36,            0.048805,            0.017671,           0.0067407,             0.38065,              0.3843,             0.32418,             0.11985,            0.055084,            0.013923,            0.015991,            0.008845,            0.008845,            0.008845
                  37,            0.044739,            0.017581,           0.0070582,             0.34839,             0.36574,             0.33562,             0.14282,            0.054012,            0.012318,            0.016176,            0.008812,            0.008812,            0.008812
                  38,            0.046751,            0.017956,            0.009322,             0.41466,             0.38865,              0.3632,             0.11516,              0.0526,            0.011541,            0.016265,            0.008779,            0.008779,            0.008779
                  39,            0.045751,            0.016492,              0.0095,             0.41969,             0.41648,             0.37903,             0.17321,            0.053711,            0.011539,            0.015104,            0.008746,            0.008746,            0.008746
                  40,            0.045068,            0.017363,           0.0065423,             0.28043,             0.31373,             0.26737,             0.10615,            0.057738,            0.012718,            0.016621,            0.008713,            0.008713,            0.008713
                  41,            0.044447,            0.016201,           0.0055329,             0.33546,             0.30559,             0.32002,             0.12116,             0.05792,             0.01243,            0.026155,             0.00868,             0.00868,             0.00868
                  42,             0.04311,            0.016824,           0.0051482,              0.4246,             0.44979,             0.35941,              0.1292,            0.057064,            0.011367,            0.024853,            0.008647,            0.008647,            0.008647
                  43,            0.043987,            0.016365,           0.0067826,             0.61068,             0.36073,             0.34575,             0.13965,            0.053902,            0.011473,            0.024252,            0.008614,            0.008614,            0.008614
                  44,            0.043744,            0.016885,           0.0047145,             0.50828,             0.38359,              0.3152,              0.1057,            0.058595,             0.01281,            0.026963,            0.008581,            0.008581,            0.008581
                  45,            0.042464,            0.016255,           0.0063143,             0.34252,             0.43568,             0.33126,             0.13802,            0.054697,            0.012462,            0.029594,            0.008548,            0.008548,            0.008548
                  46,            0.041566,             0.01747,           0.0092105,             0.37384,             0.33001,             0.31439,             0.13201,            0.056204,            0.010959,            0.025776,            0.008515,            0.008515,            0.008515
                  47,             0.04434,            0.015798,           0.0094276,             0.45824,             0.31077,             0.30202,             0.12225,            0.051762,            0.011101,            0.022652,            0.008482,            0.008482,            0.008482
                  48,            0.042174,            0.015426,            0.006029,             0.48823,              0.5438,             0.37506,             0.14016,            0.052224,            0.010197,            0.018509,            0.008449,            0.008449,            0.008449
                  49,            0.040753,            0.015744,           0.0074002,             0.53356,             0.38352,             0.31006,             0.13943,            0.053201,            0.012203,            0.025843,            0.008416,            0.008416,            0.008416
                  50,            0.040832,            0.015697,           0.0055088,             0.45072,             0.35656,             0.24258,             0.08332,            0.058924,            0.011984,            0.024597,            0.008383,            0.008383,            0.008383
                  51,            0.042357,             0.01461,            0.004473,             0.64621,             0.33778,             0.32749,             0.12701,            0.052497,            0.011902,            0.018457,             0.00835,             0.00835,             0.00835
                  52,            0.041716,            0.016103,           0.0052065,             0.53806,              0.3339,             0.37944,             0.16222,            0.054368,            0.011562,            0.019328,            0.008317,            0.008317,            0.008317
                  53,            0.043975,            0.014775,           0.0090379,             0.37234,             0.34886,             0.33551,              0.1532,            0.052067,            0.012401,            0.014846,            0.008284,            0.008284,            0.008284
                  54,            0.040884,            0.015032,           0.0050614,             0.46974,              0.3233,             0.34654,             0.12434,            0.053307,            0.011361,             0.01771,            0.008251,            0.008251,            0.008251
                  55,            0.039938,            0.015244,           0.0070515,             0.57326,              0.3526,              0.3917,             0.15536,            0.053235,            0.011535,            0.015684,            0.008218,            0.008218,            0.008218
                  56,            0.041327,            0.014531,           0.0042225,             0.69522,             0.40398,             0.40973,             0.20494,            0.050303,            0.011172,            0.018723,            0.008185,            0.008185,            0.008185
                  57,            0.038673,            0.016477,           0.0055721,              0.4562,              0.4638,             0.43581,             0.20566,            0.052843,            0.010129,            0.014886,            0.008152,            0.008152,            0.008152
                  58,            0.040772,            0.015734,           0.0057003,             0.55969,             0.39219,             0.42271,             0.19139,            0.049094,            0.010719,            0.012879,            0.008119,            0.008119,            0.008119
                  59,            0.040995,            0.014991,           0.0066094,             0.42349,             0.36392,             0.40557,             0.19763,            0.052068,            0.010431,            0.012746,            0.008086,            0.008086,            0.008086
                  60,            0.039244,            0.013794,           0.0053431,             0.62932,             0.32775,              0.3457,             0.16393,            0.052149,            0.012365,            0.015275,            0.008053,            0.008053,            0.008053
                  61,            0.039582,            0.014992,           0.0053096,             0.47535,             0.32943,             0.34557,             0.16884,            0.051532,            0.012285,            0.019866,             0.00802,             0.00802,             0.00802
                  62,            0.040361,             0.01418,           0.0043408,             0.48775,             0.41191,             0.35636,             0.16539,            0.053498,            0.011357,             0.02272,            0.007987,            0.007987,            0.007987
                  63,            0.040307,            0.012571,            0.004462,             0.48431,             0.30479,              0.3101,              0.1556,            0.055561,            0.012578,            0.022029,            0.007954,            0.007954,            0.007954
                  64,            0.038665,            0.014841,           0.0038661,             0.38437,             0.34064,             0.29574,             0.13525,            0.055523,            0.012208,            0.022722,            0.007921,            0.007921,            0.007921
                  65,            0.040517,            0.014866,           0.0038819,             0.33564,             0.37399,             0.31669,             0.16928,            0.052979,            0.012279,            0.024606,            0.007888,            0.007888,            0.007888
                  66,            0.036336,             0.01441,           0.0052051,             0.37806,             0.44271,             0.37735,             0.19523,             0.05213,             0.01144,            0.023386,            0.007855,            0.007855,            0.007855
                  67,            0.038236,            0.015464,           0.0041645,             0.47316,             0.43597,             0.43176,             0.16735,            0.052987,            0.011365,            0.015566,            0.007822,            0.007822,            0.007822
                  68,            0.037299,            0.016259,            0.004675,              0.4136,             0.54778,             0.45632,             0.20299,            0.052198,            0.011076,            0.012958,            0.007789,            0.007789,            0.007789
                  69,            0.038124,            0.013062,            0.004907,             0.65376,              0.3896,             0.46064,              0.1921,            0.050267,            0.010674,            0.015581,            0.007756,            0.007756,            0.007756
                  70,            0.036894,            0.013949,           0.0039495,             0.54034,             0.53638,             0.48108,             0.20906,            0.050038,            0.010408,            0.012657,            0.007723,            0.007723,            0.007723
                  71,             0.03729,            0.015362,           0.0036762,             0.46684,             0.47966,             0.39877,             0.15818,            0.051881,            0.011005,             0.01605,             0.00769,             0.00769,             0.00769
                  72,            0.037897,            0.012917,           0.0023585,             0.50015,             0.43539,             0.41553,             0.19971,            0.050364,            0.010869,            0.017465,            0.007657,            0.007657,            0.007657
                  73,            0.036359,            0.016704,           0.0037678,             0.42339,             0.53761,             0.50026,             0.21326,            0.048707,            0.010599,            0.013821,            0.007624,            0.007624,            0.007624
                  74,            0.036293,            0.012673,           0.0026448,             0.34705,             0.46404,             0.38699,              0.1705,            0.048042,            0.011066,            0.013834,            0.007591,            0.007591,            0.007591
                  75,             0.03564,            0.014321,           0.0034886,             0.70158,             0.44075,             0.43178,             0.20787,            0.048701,            0.010751,            0.012629,            0.007558,            0.007558,            0.007558
                  76,            0.035906,            0.014145,           0.0029239,             0.58561,             0.44143,             0.38494,             0.16097,            0.050595,            0.011059,            0.013898,            0.007525,            0.007525,            0.007525
                  77,            0.037123,            0.013405,            0.003498,             0.70985,             0.40896,             0.44198,             0.19429,            0.049362,            0.011254,            0.013975,            0.007492,            0.007492,            0.007492
                  78,            0.034555,            0.013064,           0.0076734,             0.58846,             0.36362,             0.38776,             0.17665,             0.05008,            0.011958,            0.017941,            0.007459,            0.007459,            0.007459
                  79,            0.036306,            0.013759,            0.005156,             0.74767,             0.32646,             0.40024,             0.15526,            0.051757,            0.011483,            0.015679,            0.007426,            0.007426,            0.007426
                  80,            0.035374,             0.01366,           0.0033504,             0.35337,             0.46865,             0.35684,             0.16715,            0.049359,            0.011452,            0.012307,            0.007393,            0.007393,            0.007393
                  81,            0.036002,            0.013895,           0.0032377,             0.46191,             0.35966,             0.37242,             0.18763,            0.049441,            0.011599,            0.011703,             0.00736,             0.00736,             0.00736
                  82,            0.036299,            0.014829,           0.0033109,             0.44988,             0.36534,             0.39528,             0.20395,            0.048264,            0.010956,            0.012999,            0.007327,            0.007327,            0.007327
                  83,            0.033218,            0.013203,           0.0033373,             0.46836,             0.45778,             0.44767,             0.21449,            0.049286,            0.010638,            0.011908,            0.007294,            0.007294,            0.007294
                  84,             0.03646,            0.013924,           0.0044158,             0.52611,             0.48677,             0.47886,             0.22519,            0.047915,            0.010778,           0.0097373,            0.007261,            0.007261,            0.007261
                  85,            0.037068,            0.014172,           0.0031881,             0.72005,             0.35514,             0.41066,              0.2163,            0.047586,            0.011872,            0.016823,            0.007228,            0.007228,            0.007228
                  86,            0.033234,             0.01383,           0.0051219,             0.48304,              0.5264,             0.46196,             0.22619,            0.047295,            0.010925,            0.015815,            0.007195,            0.007195,            0.007195
                  87,            0.034584,            0.013107,           0.0031204,             0.49941,             0.39083,             0.41341,             0.18842,            0.047062,            0.010869,            0.021194,            0.007162,            0.007162,            0.007162
                  88,            0.035205,            0.014405,            0.003249,             0.45397,             0.37038,             0.33926,             0.17956,            0.052478,            0.012893,            0.023105,            0.007129,            0.007129,            0.007129
                  89,            0.032636,            0.014436,           0.0035206,             0.47278,             0.47159,             0.42079,             0.19918,             0.04698,            0.011078,            0.016263,            0.007096,            0.007096,            0.007096
                  90,            0.034147,            0.013582,           0.0029179,              0.4879,             0.49193,             0.46383,             0.19329,            0.045044,            0.010728,            0.015956,            0.007063,            0.007063,            0.007063
                  91,            0.032614,            0.014242,           0.0023706,             0.51879,             0.45692,             0.43284,             0.19713,            0.048216,            0.011107,            0.016231,             0.00703,             0.00703,             0.00703
                  92,            0.033943,            0.012943,           0.0050217,             0.66156,             0.45319,             0.43768,             0.20331,            0.048919,            0.011852,            0.020609,            0.006997,            0.006997,            0.006997
                  93,            0.034097,            0.013308,           0.0026512,             0.69974,             0.42955,             0.42861,             0.18093,            0.049973,            0.011111,            0.017042,            0.006964,            0.006964,            0.006964
                  94,            0.033446,             0.01382,           0.0031996,               0.444,             0.48719,             0.44535,             0.20154,            0.048592,            0.011789,            0.014436,            0.006931,            0.006931,            0.006931
                  95,            0.033191,             0.01149,           0.0027258,             0.62589,             0.45268,             0.47247,              0.2166,            0.046918,            0.011844,            0.011746,            0.006898,            0.006898,            0.006898
                  96,            0.033346,            0.012068,           0.0038305,             0.50026,             0.49247,             0.43104,             0.17534,            0.047166,            0.011736,            0.010112,            0.006865,            0.006865,            0.006865
                  97,            0.033228,            0.012866,           0.0035239,             0.47947,             0.45736,             0.44033,              0.1749,            0.051424,            0.011319,            0.013693,            0.006832,            0.006832,            0.006832
                  98,            0.031629,            0.011492,            0.002644,             0.57502,             0.43842,             0.44691,             0.19506,            0.049033,            0.011616,            0.016906,            0.006799,            0.006799,            0.006799
                  99,            0.033522,            0.012502,           0.0042286,             0.59672,             0.44597,             0.45455,             0.20246,            0.049078,            0.011765,            0.020276,            0.006766,            0.006766,            0.006766
                 100,            0.033331,            0.013342,           0.0034974,             0.52559,             0.51382,             0.47199,             0.20486,            0.048981,            0.010993,            0.018058,            0.006733,            0.006733,            0.006733
                 101,            0.031703,            0.012287,           0.0026644,             0.71747,             0.40741,             0.42643,             0.20276,            0.053118,            0.011231,            0.021096,              0.0067,              0.0067,              0.0067
                 102,            0.032274,            0.014162,           0.0036278,             0.73219,             0.44388,              0.4576,             0.18907,            0.049894,            0.010797,            0.019333,            0.006667,            0.006667,            0.006667
                 103,            0.031691,             0.01328,           0.0021287,             0.63838,             0.48871,             0.45407,             0.19575,            0.051327,             0.01182,            0.015513,            0.006634,            0.006634,            0.006634
                 104,             0.03267,            0.013204,           0.0030991,             0.68839,             0.42784,             0.42723,             0.17755,            0.048302,            0.011658,            0.016373,            0.006601,            0.006601,            0.006601
                 105,            0.032112,            0.012156,           0.0033372,             0.60939,             0.39773,             0.34761,             0.15417,            0.049275,            0.012752,            0.013838,            0.006568,            0.006568,            0.006568
                 106,            0.029881,            0.012231,           0.0025429,             0.60443,             0.49896,             0.40808,             0.19985,            0.049055,            0.012269,            0.020029,            0.006535,            0.006535,            0.006535
                 107,            0.033176,            0.012268,           0.0032312,             0.67682,             0.45449,             0.42457,             0.21722,            0.047592,            0.011979,            0.020688,            0.006502,            0.006502,            0.006502
                 108,            0.033868,            0.012208,           0.0024252,             0.51636,             0.57136,             0.49385,             0.20977,            0.045305,            0.010974,            0.018438,            0.006469,            0.006469,            0.006469
                 109,            0.031349,            0.013318,           0.0035643,             0.45863,             0.47637,             0.44559,             0.23184,            0.049503,            0.010756,            0.016199,            0.006436,            0.006436,            0.006436
                 110,            0.031106,            0.012639,           0.0029646,             0.43161,             0.50433,              0.4431,             0.18384,             0.04965,            0.011888,            0.015301,            0.006403,            0.006403,            0.006403
                 111,            0.031122,              0.0112,           0.0023829,             0.56348,              0.5362,             0.49278,             0.24035,            0.044998,            0.011379,            0.015631,             0.00637,             0.00637,             0.00637
                 112,            0.032156,            0.011117,           0.0022828,               0.557,             0.51103,             0.49232,              0.2321,            0.047494,            0.011526,            0.016872,            0.006337,            0.006337,            0.006337
                 113,            0.030919,            0.011481,           0.0024908,             0.49193,             0.47909,             0.42675,             0.20035,             0.04829,            0.012021,            0.016797,            0.006304,            0.006304,            0.006304
                 114,            0.031178,            0.012292,           0.0026035,               0.467,             0.43534,             0.39945,             0.17413,            0.046882,            0.011996,            0.018524,            0.006271,            0.006271,            0.006271
                 115,            0.030103,            0.012039,           0.0028081,              0.4796,             0.48903,             0.43561,             0.19948,            0.046988,            0.011718,             0.01751,            0.006238,            0.006238,            0.006238
                 116,             0.03116,            0.012367,           0.0022189,             0.59366,              0.5254,             0.46463,             0.19059,            0.045616,            0.011759,            0.016572,            0.006205,            0.006205,            0.006205
                 117,            0.032716,             0.01296,           0.0023692,             0.71778,             0.48105,             0.48248,             0.17845,            0.047431,            0.011461,            0.015248,            0.006172,            0.006172,            0.006172
                 118,            0.029785,            0.012789,           0.0019909,              0.5692,             0.50452,             0.44362,             0.19719,            0.047349,             0.01136,            0.015388,            0.006139,            0.006139,            0.006139
                 119,            0.030702,            0.012266,           0.0019291,              0.6851,             0.45252,              0.4621,             0.21568,            0.046261,            0.011381,            0.013226,            0.006106,            0.006106,            0.006106
                 120,            0.028942,            0.010531,           0.0027015,             0.63284,             0.42493,             0.39082,             0.17428,            0.045447,            0.012283,            0.017172,            0.006073,            0.006073,            0.006073
                 121,            0.030284,            0.013498,            0.003727,             0.67946,             0.40748,             0.36102,             0.17588,            0.046994,            0.011933,            0.015944,             0.00604,             0.00604,             0.00604
                 122,            0.030046,             0.01068,           0.0022822,             0.58546,             0.57556,             0.49897,             0.22255,            0.045012,            0.011137,            0.015579,            0.006007,            0.006007,            0.006007
                 123,            0.030855,            0.010857,           0.0016989,             0.42446,             0.58906,             0.47569,             0.22613,             0.04517,            0.011391,            0.017054,            0.005974,            0.005974,            0.005974
                 124,             0.02785,             0.01173,           0.0017096,             0.60274,             0.49636,             0.42096,              0.2134,            0.047776,            0.012079,            0.018096,            0.005941,            0.005941,            0.005941
                 125,            0.029192,            0.011563,           0.0024141,             0.64275,             0.51817,             0.47705,             0.22826,            0.045665,            0.011839,            0.015862,            0.005908,            0.005908,            0.005908
                 126,            0.027464,            0.012385,           0.0018558,             0.67348,             0.45909,             0.44461,             0.21371,            0.047978,            0.011884,            0.015906,            0.005875,            0.005875,            0.005875
                 127,            0.029023,            0.012406,           0.0025954,             0.52884,             0.53326,             0.49491,             0.26389,              0.0461,            0.011438,            0.015534,            0.005842,            0.005842,            0.005842
                 128,            0.026092,            0.011544,           0.0014675,              0.5647,             0.55267,             0.46629,             0.22312,            0.045617,            0.011522,            0.015002,            0.005809,            0.005809,            0.005809
                 129,            0.029144,            0.010221,           0.0019099,             0.68529,             0.41222,             0.43064,             0.19605,            0.046473,            0.012399,            0.014445,            0.005776,            0.005776,            0.005776
                 130,            0.029141,            0.010757,           0.0019158,             0.37758,             0.49659,             0.43954,              0.2131,            0.045015,            0.012187,            0.014294,            0.005743,            0.005743,            0.005743
                 131,             0.02958,            0.010757,           0.0020471,             0.62354,              0.5076,             0.47299,             0.20899,            0.044862,            0.011441,            0.013159,             0.00571,             0.00571,             0.00571
                 132,            0.027238,            0.011147,           0.0018282,             0.65792,             0.45882,              0.4132,             0.19985,            0.044821,            0.011905,            0.014303,            0.005677,            0.005677,            0.005677
                 133,             0.02941,            0.010651,           0.0034158,             0.68531,             0.44984,             0.43368,             0.21717,            0.044599,            0.011871,            0.012659,            0.005644,            0.005644,            0.005644
                 134,            0.029582,             0.01078,           0.0037038,             0.53845,             0.45322,             0.41258,             0.21484,            0.047734,             0.01187,            0.012367,            0.005611,            0.005611,            0.005611
                 135,            0.028461,            0.012162,           0.0027358,             0.48848,             0.48602,             0.46188,             0.20734,            0.045109,            0.012674,            0.013557,            0.005578,            0.005578,            0.005578
                 136,             0.02917,            0.011181,           0.0028812,             0.73629,             0.43591,             0.46653,             0.20228,            0.046657,            0.012276,            0.011849,            0.005545,            0.005545,            0.005545
                 137,            0.027777,            0.010459,           0.0017823,             0.63422,             0.49162,             0.43531,             0.21314,            0.046306,            0.012444,            0.010828,            0.005512,            0.005512,            0.005512
                 138,            0.028072,            0.012072,           0.0021982,             0.53438,              0.5548,              0.4579,             0.20572,            0.045758,            0.012388,            0.010156,            0.005479,            0.005479,            0.005479
                 139,            0.028985,            0.012037,           0.0015534,             0.49195,             0.49353,             0.48993,             0.22197,            0.044608,            0.012584,            0.010537,            0.005446,            0.005446,            0.005446
                 140,            0.028418,            0.010193,           0.0019982,             0.51292,             0.56273,             0.47986,             0.22414,            0.045628,            0.011952,           0.0088961,            0.005413,            0.005413,            0.005413
                 141,            0.028756,            0.010531,           0.0024297,             0.50419,             0.46881,             0.47552,             0.22634,            0.046436,            0.012131,            0.011902,             0.00538,             0.00538,             0.00538
                 142,            0.027279,            0.011284,           0.0021277,             0.51302,             0.44199,             0.43423,             0.21788,            0.048607,             0.01205,            0.013231,            0.005347,            0.005347,            0.005347
                 143,            0.025795,            0.011702,           0.0023823,              0.4854,             0.49498,             0.44631,             0.21678,             0.04833,            0.012419,             0.01161,            0.005314,            0.005314,            0.005314
                 144,            0.027757,            0.011312,           0.0015076,             0.50979,             0.48222,             0.41529,             0.21622,            0.047298,            0.012454,            0.011376,            0.005281,            0.005281,            0.005281
                 145,            0.025961,           0.0099426,           0.0017293,             0.52507,             0.45274,              0.4054,              0.2098,            0.047419,            0.012631,            0.012697,            0.005248,            0.005248,            0.005248
                 146,            0.026807,            0.011182,           0.0016569,             0.63325,             0.51453,             0.46281,             0.24691,            0.046209,            0.011843,            0.014884,            0.005215,            0.005215,            0.005215
                 147,            0.026447,           0.0099947,           0.0014029,              0.5012,             0.53958,             0.45188,             0.23305,            0.046549,            0.011459,            0.015684,            0.005182,            0.005182,            0.005182
                 148,            0.026367,            0.012321,           0.0016752,             0.59797,             0.46391,             0.44314,             0.22357,            0.046719,            0.012065,            0.014484,            0.005149,            0.005149,            0.005149
                 149,            0.026486,            0.010888,           0.0020266,             0.63536,             0.48701,             0.44638,             0.21795,            0.046261,            0.012081,            0.015295,            0.005116,            0.005116,            0.005116
                 150,            0.026977,            0.011402,           0.0018349,             0.72109,             0.47791,             0.44671,             0.20552,            0.045737,            0.012411,            0.014594,            0.005083,            0.005083,            0.005083
                 151,             0.02798,             0.01176,           0.0028398,             0.52354,             0.45763,             0.43322,              0.2321,            0.046204,            0.012123,             0.01551,             0.00505,             0.00505,             0.00505
                 152,            0.026852,            0.010867,           0.0023201,             0.56069,             0.41294,             0.43801,             0.21575,            0.046945,            0.012269,            0.015117,            0.005017,            0.005017,            0.005017
                 153,            0.025594,           0.0096211,           0.0022049,             0.50319,             0.46742,             0.45575,             0.21154,            0.044639,            0.012145,            0.015737,            0.004984,            0.004984,            0.004984
                 154,            0.027302,            0.010213,           0.0016324,             0.66118,             0.48523,             0.45058,             0.23789,            0.045376,            0.011983,            0.014656,            0.004951,            0.004951,            0.004951
                 155,            0.028557,            0.010489,            0.003677,             0.70944,             0.48771,             0.44749,             0.21706,            0.045555,            0.012338,            0.015524,            0.004918,            0.004918,            0.004918
                 156,             0.02749,            0.011495,           0.0014463,             0.69268,             0.50026,             0.46476,             0.23255,            0.046523,            0.011873,            0.014406,            0.004885,            0.004885,            0.004885
                 157,            0.025673,            0.010498,           0.0012974,             0.64308,             0.50653,             0.45696,             0.25509,            0.045602,            0.011809,            0.013505,            0.004852,            0.004852,            0.004852
                 158,            0.025851,           0.0097835,           0.0036009,             0.63936,             0.44375,              0.4252,             0.22001,            0.046768,            0.012329,             0.01363,            0.004819,            0.004819,            0.004819
                 159,            0.027416,            0.010558,             0.00313,             0.67333,             0.50874,              0.4506,             0.21425,            0.047031,            0.012117,            0.015366,            0.004786,            0.004786,            0.004786
                 160,            0.025442,            0.010385,           0.0024842,             0.63306,             0.45539,             0.38145,              0.2089,            0.048386,              0.0126,            0.015398,            0.004753,            0.004753,            0.004753
                 161,            0.025124,            0.010735,           0.0020384,             0.74664,              0.3396,             0.39347,             0.18624,            0.048103,             0.01325,            0.016008,             0.00472,             0.00472,             0.00472
                 162,             0.02597,            0.011238,           0.0019162,             0.67634,             0.43639,             0.48445,             0.25323,            0.045548,             0.01242,            0.014485,            0.004687,            0.004687,            0.004687
                 163,             0.02626,            0.010171,           0.0027003,             0.76646,             0.47983,             0.51184,             0.24467,            0.044422,            0.012026,            0.013265,            0.004654,            0.004654,            0.004654
                 164,            0.024806,            0.010932,           0.0026628,             0.75958,             0.46187,             0.49672,             0.24313,            0.043995,            0.012007,           0.0098803,            0.004621,            0.004621,            0.004621
